timestamps,prices,consumption,temperature,radiation_direct_horizontal,radiation_diffuse_horizontal
23-07-18 08:00,72.19,41.8,22.542,78.5739,188.2448
23-07-18 09:00,71.47,43.56,23.799,168.0984,240.6285
23-07-18 10:00,67.39,43.9,24.99,281.2143,264.9796
23-07-18 11:00,62.75,44.19,25.967,393.8795,267.7796
23-07-18 12:00,60.74,42.72,26.705,467.7571,263.4277
23-07-18 13:00,61.1,43,27.262,511.9473,248.9073
23-07-18 14:00,62.28,44.14,27.624,519.6058,226.8917
23-07-18 15:00,64.04,44.59,27.738,472.6939,205.9898
23-07-18 16:00,65,44.74,27.586,382.2276,184.6552
23-07-18 17:00,63.2,44.13,27.233,264.368,159.3128
23-07-18 18:00,64.31,43.13,26.667,147.8019,122.8026
23-07-18 19:00,66.26,41.79,25.599,46.5888,72.3131
23-07-18 20:00,66.77,41.06,23.728,2.9409,11.8006
23-07-18 21:00,65.94,40.91,22.769,0,0
23-07-18 22:00,64.88,37.95,22.175,0,0
23-07-18 23:00,62.66,34.96,21.63,0,0
24-07-18 00:00,60.17,32.22,21.186,0,0
24-07-18 01:00,55.2,30.61,20.785,0,0
24-07-18 02:00,51.85,29.4,20.429,0,0
24-07-18 03:00,51.75,29.01,20.093,0,0
24-07-18 04:00,46.78,29.01,19.779,0,0
24-07-18 05:00,48.37,29.69,19.491,0.0572,0.7858
24-07-18 06:00,54.39,32.25,20.125,21.3719,40.1019
24-07-18 07:00,60.63,36.97,22.136,121.8558,89.7441
24-07-18 08:00,62.3,42.4,24.236,281.4325,106.5319
24-07-18 09:00,61.92,44.13,26.105,446.287,113.5663
24-07-18 10:00,61.92,44.54,27.452,599.5575,114.5086
24-07-18 11:00,63.15,44.78,28.511,721.4374,112.8613
24-07-18 12:00,61.21,43.02,29.296,782.4269,115.0407
24-07-18 13:00,61.02,43.28,29.819,785.8054,118.6607
24-07-18 14:00,64.58,44.31,30.026,715.1797,128.5137
24-07-18 15:00,64.73,44.9,29.963,598.6609,136.8717
24-07-18 16:00,65.5,45.08,29.664,466.6726,135.0155
24-07-18 17:00,64.36,44.6,29.155,311.4361,127.8838
24-07-18 18:00,64.62,43.6,28.438,170.4623,105.5662
24-07-18 19:00,68.2,42.41,27.16,49.5669,66.8027
24-07-18 20:00,68.81,41.54,24.969,2.7149,10.6059
24-07-18 21:00,69.13,41.36,23.962,0,0
24-07-18 22:00,67.55,38.21,23.299,0,0
24-07-18 23:00,63.33,34.6,22.705,0,0
25-07-18 00:00,63.52,32.72,22.195,0,0
25-07-18 01:00,58.59,30.82,21.701,0,0
25-07-18 02:00,54.37,29.69,21.303,0,0
25-07-18 03:00,53.4,29.19,20.948,0,0
25-07-18 04:00,52.75,29.09,20.619,0,0
25-07-18 05:00,54.2,29.75,20.269,0.0488,0.6953
25-07-18 06:00,60.49,32.55,20.729,18.3718,40.2028
25-07-18 07:00,65.26,37.47,22.746,109.6147,95.4104
25-07-18 08:00,67.09,42.33,25.034,266.1219,115.1082
25-07-18 09:00,66.25,44.15,26.981,428.3714,123.9778
25-07-18 10:00,63.4,44.4,28.283,561.2023,133.295
25-07-18 11:00,61.93,44.65,29.209,646.8008,145.363
25-07-18 12:00,59.55,42.93,29.85,679.8435,159.1071
25-07-18 13:00,60.42,43.23,30.208,649.8924,176.6981
25-07-18 14:00,61.53,44.24,30.301,568.1257,193.8292
25-07-18 15:00,62.48,44.75,30.172,458.9133,201.1253
25-07-18 16:00,63.63,45.04,29.863,351.8915,188.4286
25-07-18 17:00,66.06,44.58,29.42,244.2531,160.4507
25-07-18 18:00,65.8,43.57,28.785,129.211,124.1017
25-07-18 19:00,69.98,42.62,27.598,34.5486,70.2789
25-07-18 20:00,70.79,42.12,25.631,1.9289,9.9224
25-07-18 21:00,68.76,41.94,24.729,0,0
25-07-18 22:00,66.37,38.96,24.111,0,0
25-07-18 23:00,64.09,35.38,23.583,0,0
26-07-18 00:00,64.43,33.05,23.108,0,0
26-07-18 01:00,60.74,31.14,22.668,0,0
26-07-18 02:00,59.28,29.97,22.242,0,0
26-07-18 03:00,58.42,29.41,21.788,0,0
26-07-18 04:00,58.42,29.38,21.399,0,0
26-07-18 05:00,58.8,30.09,21.009,0.0204,0.4712
26-07-18 06:00,61.9,32.57,21.412,13.0858,40.0857
26-07-18 07:00,63.7,37.39,23.273,81.3902,107.1881
26-07-18 08:00,66.92,42.34,25.453,201.4428,146.3375
26-07-18 09:00,66.21,43.76,27.357,330.512,170.7836
26-07-18 10:00,66.72,44.28,28.645,461.2338,181.1855
26-07-18 11:00,65.03,44.6,29.576,574.5665,181.986
26-07-18 12:00,63,42.86,30.182,625.6151,188.5112
26-07-18 13:00,62.96,43.13,30.468,595.2959,207.2035
26-07-18 14:00,63.49,44.34,30.424,491.7624,234.6313
26-07-18 15:00,64.59,45.13,30.105,353.8217,253.3249
26-07-18 16:00,66,45.46,29.652,244.351,239.0609
26-07-18 17:00,68.49,45.37,29.122,154.3667,199.4049
26-07-18 18:00,70.06,44.19,28.456,76.1385,142.715
26-07-18 19:00,73.28,43.16,27.19,19.227,70.4067
26-07-18 20:00,73.83,42.21,25.081,0.9367,8.385
26-07-18 21:00,73.76,42.14,24.021,0,0
26-07-18 22:00,69.11,38.99,23.332,0,0
26-07-18 23:00,66.16,35.66,22.72,0,0
27-07-18 00:00,65.15,33.64,22.264,0,0
27-07-18 01:00,61.5,31.67,21.861,0,0
27-07-18 02:00,60.17,30.36,21.486,0,0
27-07-18 03:00,59.89,29.79,21.11,0,0
27-07-18 04:00,59.89,29.79,20.78,0,0
27-07-18 05:00,60.17,30.39,20.45,0.037,0.518
27-07-18 06:00,62.26,33.05,20.863,15.0293,38.3679
27-07-18 07:00,68.56,37.83,22.592,98.1071,98.1928
27-07-18 08:00,72.92,43.04,24.762,232.5604,128.1454
27-07-18 09:00,72.13,44.38,26.465,376.5939,144.9641
27-07-18 10:00,71.11,44.85,27.723,512.7093,153.047
27-07-18 11:00,69.08,45.07,28.648,602.3729,162.8773
27-07-18 12:00,65,43.69,29.356,659.6995,166.8864
27-07-18 13:00,64.05,43.72,29.816,657.1084,172.7865
27-07-18 14:00,65.1,44.29,29.997,608.0401,175.8575
27-07-18 15:00,66.23,44.52,29.923,513.188,176.6597
27-07-18 16:00,69.25,44.83,29.583,386.0744,172.0509
27-07-18 17:00,71.36,44.46,29.062,254.8315,154.392
27-07-18 18:00,73.44,43.76,28.285,122.8368,124.3925
27-07-18 19:00,73.57,42.5,27.015,31.1315,68.678
27-07-18 20:00,73.22,41.36,24.992,1.6045,8.8502
27-07-18 21:00,72.89,41.11,24.004,0,0
27-07-18 22:00,67.64,37.94,23.377,0,0
27-07-18 23:00,65.54,35.11,22.838,0,0
28-07-18 00:00,64.86,33.11,22.438,0,0
28-07-18 01:00,63.52,31.21,22.076,0,0
28-07-18 02:00,60.76,30.17,21.761,0,0
28-07-18 03:00,59.4,29.29,21.48,0,0
28-07-18 04:00,59.22,29.01,21.212,0,0
28-07-18 05:00,59.28,28.93,20.911,0.0237,0.4147
28-07-18 06:00,59.17,29.08,21.294,16.4159,38.6824
28-07-18 07:00,61.62,31.93,22.972,102.971,98.4437
28-07-18 08:00,64.23,34.48,25.162,237.8,130.1478
28-07-18 09:00,64.2,35.91,26.954,356.5419,159.5612
28-07-18 10:00,60.76,36.03,28.201,449.4836,187.826
28-07-18 11:00,60.17,35.82,29.08,490.6741,220.9621
28-07-18 12:00,58.35,35.03,29.597,466.9012,260.5564
28-07-18 13:00,57.36,34.1,29.828,413.0772,290.2105
28-07-18 14:00,56.83,33.58,29.825,333.8931,304.823
28-07-18 15:00,57.42,33.53,29.641,253.5298,295.4865
28-07-18 16:00,60.17,34.44,29.307,183.0365,262.7527
28-07-18 17:00,63.01,35.3,28.809,102.0692,212.3792
28-07-18 18:00,68.28,36.5,28.096,47.3652,143.8838
28-07-18 19:00,73.05,37.19,26.839,12.0021,65.1269
28-07-18 20:00,73.3,36.8,24.984,0.7207,7.4134
28-07-18 21:00,73.32,36.99,24.001,0,0
28-07-18 22:00,68.95,34.79,23.367,0,0
28-07-18 23:00,68.38,32.46,22.859,0,0
29-07-18 00:00,64.99,30.31,22.431,0,0
29-07-18 01:00,61.04,28.54,22.103,0,0
29-07-18 02:00,59.23,27.31,21.782,0,0
29-07-18 03:00,58.36,26.55,21.503,0,0
29-07-18 04:00,57.42,26.13,21.268,0,0
29-07-18 05:00,55.86,25.78,20.973,0.0212,0.3378
29-07-18 06:00,52.26,25.01,21.418,12.3276,36.2154
29-07-18 07:00,53.84,26.25,23.179,79.1232,101.3018
29-07-18 08:00,46.88,27.78,25.276,223.6114,129.5967
29-07-18 09:00,47.13,29.15,27.108,380.7044,140.7632
29-07-18 10:00,47.9,29.78,28.446,513.0086,149.7172
29-07-18 11:00,49.16,30.23,29.493,619.4209,153.1863
29-07-18 12:00,46.32,30.47,30.308,686.7971,152.84
29-07-18 13:00,43.02,29.9,30.851,699.7597,152.5016
29-07-18 14:00,42.1,29.7,31.103,656.049,152.8617
29-07-18 15:00,42.76,29.65,31.056,558.6417,153.7734
29-07-18 16:00,50.84,30.45,30.735,434.6743,147.9663
29-07-18 17:00,57.97,31.42,30.212,283.3583,138.4993
29-07-18 18:00,61.32,32.65,29.44,139.1965,114.9985
29-07-18 19:00,65.82,33.84,28.233,35.6817,65.2995
29-07-18 20:00,72.46,34.52,26.357,1.9445,8.2899
29-07-18 21:00,74.04,35.73,25.44,0,0
29-07-18 22:00,73.48,34.05,24.805,0,0
29-07-18 23:00,69.24,31.94,24.31,0,0
30-07-18 00:00,66.94,30.04,23.965,0,0
30-07-18 01:00,61.18,28.37,23.659,0,0
30-07-18 02:00,60.03,27.38,23.363,0,0
30-07-18 03:00,58.25,26.89,23.074,0,0
30-07-18 04:00,58.25,27.08,22.785,0,0
30-07-18 05:00,61,28.28,22.387,0.0189,0.2836
30-07-18 06:00,65,31.48,22.584,18.6095,34.5086
30-07-18 07:00,69.19,36.53,24.602,125.9159,82.0447
30-07-18 08:00,76.91,42.55,27.033,293.5959,96.3088
30-07-18 09:00,71.67,44.36,28.91,454.0312,106.6866
30-07-18 10:00,67.27,45.1,30.284,581.8179,118.6604
30-07-18 11:00,67.1,45.53,31.285,666.2017,131.525
30-07-18 12:00,65.43,44.44,31.98,700.8176,144.0587
30-07-18 13:00,66.47,44.85,32.414,698.5463,150.2437
30-07-18 14:00,70.74,45.99,32.557,645.1393,154.6731
30-07-18 15:00,72.25,46.41,32.427,543.4906,157.4953
30-07-18 16:00,83.4,46.98,32.055,423.5207,150.1367
30-07-18 17:00,77.54,46.45,31.495,282.2338,136.7777
30-07-18 18:00,78.69,45.49,30.691,137.477,113.6823
30-07-18 19:00,79.38,43.78,29.263,32.5052,64.3108
30-07-18 20:00,81.06,43.02,27.099,1.3773,7.3519
30-07-18 21:00,82.52,42.99,26.103,0,0
30-07-18 22:00,76.58,39.91,25.477,0,0
30-07-18 23:00,71.56,36.9,25.021,0,0
31-07-18 00:00,70.95,34.08,24.656,0,0
31-07-18 01:00,63.58,31.93,24.332,0,0
31-07-18 02:00,61.03,30.69,24.023,0,0
31-07-18 03:00,59.25,29.96,23.711,0,0
31-07-18 04:00,58.25,29.89,23.459,0,0
31-07-18 05:00,59.69,30.54,23.094,0.0147,0.2272
31-07-18 06:00,61.03,33.07,23.305,15.16,33.7743
31-07-18 07:00,63.58,37.93,25.192,105.9607,88.5918
31-07-18 08:00,70.13,43.66,27.616,265.9295,106.7642
31-07-18 09:00,69.81,45.47,29.659,437.0652,112.3594
31-07-18 10:00,67.79,46.12,30.973,582.3469,116.9655
31-07-18 11:00,66.74,46.57,32.006,692.9986,119.7938
31-07-18 12:00,63.67,45.29,32.747,750.0205,123.7371
31-07-18 13:00,65.24,45.59,33.212,754.7305,126.7561
31-07-18 14:00,67.4,46.82,33.407,700.4164,130.8851
31-07-18 15:00,67.72,47.21,33.301,590.0566,136.5729
31-07-18 16:00,71.01,48.07,32.924,447.4317,137.7954
31-07-18 17:00,70.24,47.35,32.375,297.24,128.3749
31-07-18 18:00,75.14,46.46,31.629,147.0872,108.0671
31-07-18 19:00,77.93,44.81,30.131,35.6352,62.4782
31-07-18 20:00,78.08,43.85,27.821,1.3691,6.9299
31-07-18 21:00,77.3,43.54,26.85,0,0
31-07-18 22:00,72.84,40.53,26.206,0,0
31-07-18 23:00,68.13,37.35,25.761,0,0
01-08-18 00:00,80.95,34.88,25.349,0,0
01-08-18 01:00,74.18,32.85,24.947,0,0
01-08-18 02:00,65.62,31.51,24.598,0,0
01-08-18 03:00,64.56,30.96,24.282,0,0
01-08-18 04:00,64.49,30.82,23.961,0,0
01-08-18 05:00,65.2,31.72,23.584,0.0112,0.1856
01-08-18 06:00,71.03,33.83,23.785,14.5345,33.6736
01-08-18 07:00,66.69,38.28,25.699,101.2128,91.9458
01-08-18 08:00,69.74,43.42,28.061,240.7291,120.5962
01-08-18 09:00,69.4,45.47,29.937,382.4995,139.6472
01-08-18 10:00,71.01,46.32,31.225,500.9034,155.8417
01-08-18 11:00,71.11,46.78,32.175,584.9461,169.4308
01-08-18 12:00,66.3,45.63,32.836,621.2331,182.2009
01-08-18 13:00,70,46.08,33.237,609.8997,193.0524
01-08-18 14:00,75.14,47.05,33.334,528.3795,209.8723
01-08-18 15:00,77.01,47.27,33.165,416.8244,217.9203
01-08-18 16:00,79.28,47.75,32.798,299.2603,208.3037
01-08-18 17:00,79.33,47.21,32.28,186.0041,179.862
01-08-18 18:00,79.55,46.61,31.472,84.1398,132.9861
01-08-18 19:00,80.89,45.25,29.979,17.6381,63.2304
01-08-18 20:00,80.88,44.79,27.939,0.5599,5.5348
01-08-18 21:00,80.71,43.91,26.95,0,0
01-08-18 22:00,76.05,40.99,26.166,0,0
01-08-18 23:00,69.5,37.67,25.579,0,0
02-08-18 00:00,79.58,34.93,25.129,0,0
02-08-18 01:00,74.63,33.03,24.753,0,0
02-08-18 02:00,69.12,31.62,24.334,0,0
02-08-18 03:00,67.45,31.05,23.938,0,0
02-08-18 04:00,66.12,30.9,23.608,0,0
02-08-18 05:00,68,31.67,23.256,0.0067,0.1422
02-08-18 06:00,72.03,33.66,23.434,9.1505,33.6338
02-08-18 07:00,69.82,37.98,25.085,70.0831,106.4538
02-08-18 08:00,76.25,43.02,27.159,178.9191,154.2643
02-08-18 09:00,73.63,45.18,28.977,289.2874,190.8738
02-08-18 10:00,69.96,45.94,30.06,365.6424,228.0407
02-08-18 11:00,69.54,46.53,30.77,398.5809,266.8773
02-08-18 12:00,65.28,45.43,31.151,354.5524,314.9881
02-08-18 13:00,68.6,45.79,31.204,275.9478,350.5303
02-08-18 14:00,74.48,46.69,31.019,189.9297,356.787
02-08-18 15:00,75,47.03,30.695,128.5995,329.0275
02-08-18 16:00,75.47,47.27,30.269,84.5843,277.2551
02-08-18 17:00,77.78,46.96,29.769,50.4569,209.9886
02-08-18 18:00,77.92,46.25,29.056,22.6112,132.3145
02-08-18 19:00,80,44.92,27.832,4.8823,51.8256
02-08-18 20:00,80.84,44.58,26.239,0.2067,4.1584
02-08-18 21:00,80.76,43.63,25.473,0,0
02-08-18 22:00,78.17,40.72,25.012,0,0
02-08-18 23:00,70.6,37.47,24.69,0,0
03-08-18 00:00,77.61,34.89,24.394,0,0
03-08-18 01:00,70.32,32.84,24.051,0,0
03-08-18 02:00,65.55,31.36,23.8,0,0
03-08-18 03:00,63.99,30.76,23.589,0,0
03-08-18 04:00,63.11,30.39,23.353,0,0
03-08-18 05:00,65,31.15,23.08,0.0024,0.086
03-08-18 06:00,69.06,33.12,23.18,1.8493,25.0511
03-08-18 07:00,69.83,37.2,24.196,12.593,99.2403
03-08-18 08:00,73.22,42.08,25.546,35.2898,181.8217
03-08-18 09:00,72.52,43.8,26.824,63.1385,256.325
03-08-18 10:00,75.07,44.43,27.8,89.9122,317.765
03-08-18 11:00,75.24,44.81,28.514,109.8648,362.7111
03-08-18 12:00,69.68,44.04,28.989,113.8678,386.5046
03-08-18 13:00,69.91,44,29.31,111.4173,390.4894
03-08-18 14:00,72.52,44.41,29.494,105.1006,375.2041
03-08-18 15:00,74.29,44.32,29.464,85.1369,336.8525
03-08-18 16:00,75.46,44.63,29.262,62.5156,280.6461
03-08-18 17:00,79.17,44.49,28.971,44.414,214.857
03-08-18 18:00,79.25,44.11,28.453,23.4531,137.7457
03-08-18 19:00,80.66,43.13,27.397,6.2914,56.9352
03-08-18 20:00,81.02,42.89,25.98,0.2747,4.622
03-08-18 21:00,78.77,41.76,25.384,0,0
03-08-18 22:00,73.43,38.55,25.025,0,0
03-08-18 23:00,69.68,35.56,24.681,0,0
04-08-18 00:00,76.82,33.07,24.248,0,0
04-08-18 01:00,70.34,31.28,23.753,0,0
04-08-18 02:00,65.97,29.97,23.319,0,0
04-08-18 03:00,61.61,29.07,22.956,0,0
04-08-18 04:00,61.03,28.45,22.641,0,0
04-08-18 05:00,61.03,28.59,22.394,0.0012,0.0506
04-08-18 06:00,60.25,28.45,22.61,2.7928,26.1407
04-08-18 07:00,61.61,30.5,23.792,21.4686,104.1189
04-08-18 08:00,65.4,32.73,25.36,67.9006,183.9763
04-08-18 09:00,65.24,34.51,27.127,138.3514,246.5476
04-08-18 10:00,64.52,34.73,28.463,219.8424,288.0073
04-08-18 11:00,63.88,34.82,29.402,293.3464,311.6712
04-08-18 12:00,63.49,34.5,30.049,331.1715,326.2323
04-08-18 13:00,63.21,33.77,30.451,318.3371,336.2081
04-08-18 14:00,63.23,33.44,30.613,277.9712,332.6882
04-08-18 15:00,63.25,33.16,30.556,222.8245,311.4238
04-08-18 16:00,64.55,33.76,30.302,155.1674,272.3775
04-08-18 17:00,66.42,34.67,29.854,91.3458,214.5916
04-08-18 18:00,71.06,35.86,29.179,38.2593,140.0505
04-08-18 19:00,74.84,37.14,27.88,7.6622,56.2385
04-08-18 20:00,78.61,37.4,26.193,0.2591,4.0976
04-08-18 21:00,76.48,36.86,25.516,0,0
04-08-18 22:00,73.17,34.57,25.01,0,0
04-08-18 23:00,70.02,32.43,24.562,0,0
05-08-18 00:00,73.42,30.28,24.117,0,0
05-08-18 01:00,69.46,28.57,23.66,0,0
05-08-18 02:00,66.82,27.38,23.223,0,0
05-08-18 03:00,66.74,26.63,22.846,0,0
05-08-18 04:00,66.18,26.03,22.524,0,0
05-08-18 05:00,66.17,25.83,22.223,0.0027,0.0617
05-08-18 06:00,63.8,24.83,22.397,4.1814,27.4626
05-08-18 07:00,62.26,25.65,23.786,30.5883,105.4231
05-08-18 08:00,60.81,26.97,25.649,92.0811,177.8646
05-08-18 09:00,61.39,28.34,27.593,187.6994,227.4879
05-08-18 10:00,64.61,29.09,29.138,293.5272,255.0304
05-08-18 11:00,64.16,29.69,30.21,374.9064,271.9139
05-08-18 12:00,64.18,29.95,30.908,419.7254,282.6454
05-08-18 13:00,62.97,29.38,31.324,405.0425,294.4176
05-08-18 14:00,62.87,28.97,31.478,344.9338,301.19
05-08-18 15:00,63.84,28.87,31.353,252.519,294.9674
05-08-18 16:00,65.63,29.4,31.056,176.1945,262.2247
05-08-18 17:00,65.94,30.32,30.586,99.109,209.3865
05-08-18 18:00,67.82,31.66,29.862,41.803,137.8426
05-08-18 19:00,73.37,33.05,28.466,8.3123,55.3954
05-08-18 20:00,81.37,34.44,26.792,0.2536,3.7792
05-08-18 21:00,81.54,34.65,26.08,0,0
05-08-18 22:00,75.55,32.92,25.553,0,0
05-08-18 23:00,70.62,30.91,25.142,0,0
06-08-18 00:00,68.97,28.75,24.803,0,0
06-08-18 01:00,67.71,27.06,24.45,0,0
06-08-18 02:00,65.8,26.13,24.058,0,0
06-08-18 03:00,64.66,25.53,23.628,0,0
06-08-18 04:00,64.6,25.48,23.247,0,0
06-08-18 05:00,64.57,26.36,22.815,0.0021,0.0458
06-08-18 06:00,65.68,27.93,22.801,7.637,28.5229
06-08-18 07:00,69.55,31.4,24.336,66.8712,100.1101
06-08-18 08:00,72.42,35.8,26.389,186.9169,143.062
06-08-18 09:00,72.79,37.62,28.452,309.5001,173.1051
06-08-18 10:00,70.39,38.07,29.761,410.5062,199.0269
06-08-18 11:00,68.81,38.46,30.677,468.1849,225.5047
06-08-18 12:00,67.07,38.19,31.289,477.6776,252.059
06-08-18 13:00,67.03,38.18,31.583,417.0998,284.2918
06-08-18 14:00,67.01,38.48,31.598,322.8232,304.3328
06-08-18 15:00,68.91,38.81,31.403,244.0181,294.5622
06-08-18 16:00,69.81,39.38,30.96,158.5644,262.6909
06-08-18 17:00,74.95,39.53,30.388,88.2386,207.4775
06-08-18 18:00,80.36,38.78,29.603,35.3876,133.7113
06-08-18 19:00,83.22,37.95,28.255,6.6318,51.4365
06-08-18 20:00,83.63,38.21,26.762,0.1812,3.1471
06-08-18 21:00,80.65,37.58,26.064,0,0
06-08-18 22:00,76.1,35.31,25.534,0,0
06-08-18 23:00,70.93,32.62,24.971,0,0
07-08-18 00:00,71.46,30.31,24.428,0,0
07-08-18 01:00,65.85,28.24,23.942,0,0
07-08-18 02:00,62.46,27.25,23.509,0,0
07-08-18 03:00,61.59,26.59,23.119,0,0
07-08-18 04:00,60.55,26.51,22.752,0,0
07-08-18 05:00,62.36,27.29,22.359,0.0018,0.0363
07-08-18 06:00,62,28.56,22.352,7.0069,27.1798
07-08-18 07:00,65.81,31.99,23.829,59.6809,99.7807
07-08-18 08:00,68.92,36.45,25.876,170.3477,147.3923
07-08-18 09:00,72,38.27,27.884,291.9736,178.2194
07-08-18 10:00,69,38.52,29.222,397.9276,201.2672
07-08-18 11:00,67.94,38.99,30.257,488.5918,213.5859
07-08-18 12:00,66.92,38.49,30.931,517.257,230.4571
07-08-18 13:00,65.75,38.34,31.277,487.2815,249.5774
07-08-18 14:00,66.11,38.78,31.319,409.2591,264.8774
07-08-18 15:00,66.99,39.09,31.111,313.015,264.3876
07-08-18 16:00,70.49,39.56,30.659,207.2216,244.9057
07-08-18 17:00,75.73,39.81,30.039,112.3186,201.1161
07-08-18 18:00,81.74,40.02,29.251,44.0289,133.4191
07-08-18 19:00,83.84,39.09,27.883,8.1522,52.1324
07-08-18 20:00,83.17,39.03,26.409,0.2441,3.2624
07-08-18 21:00,80.31,38.06,25.665,0,0
07-08-18 22:00,72.37,35.49,25.08,0,0
07-08-18 23:00,69.64,32.47,24.628,0,0
08-08-18 00:00,74.62,30.66,24.204,0,0
08-08-18 01:00,69.51,28.83,23.831,0,0
08-08-18 02:00,64.94,27.79,23.5,0,0
08-08-18 03:00,62.46,27.18,23.168,0,0
08-08-18 04:00,62.36,27.02,22.849,0,0
08-08-18 05:00,64.45,27.83,22.499,0.0012,0.0271
08-08-18 06:00,64.45,29.27,22.475,4.468,25.4089
08-08-18 07:00,70.1,32.62,23.857,43.5275,104.4299
08-08-18 08:00,72.41,37,25.826,133.4748,166.0136
08-08-18 09:00,72.54,38.85,27.438,221.9421,214.5022
08-08-18 10:00,70.04,39.35,28.612,282.2483,260.3059
08-08-18 11:00,70.23,39.82,29.452,303.89,303.618
08-08-18 12:00,68.34,39.3,29.952,279.2401,341.7617
08-08-18 13:00,69.42,39.43,30.172,231.4068,362.0907
08-08-18 14:00,70.89,39.93,30.175,182.4424,357.0722
08-08-18 15:00,72.04,40.15,29.966,129.514,326.6707
08-08-18 16:00,78.73,40.48,29.615,88.1511,274.8532
08-08-18 17:00,80.23,40.75,29.145,52.6931,207.1297
08-08-18 18:00,86.05,40.82,28.481,22.4624,127.7859
08-08-18 19:00,87.79,39.82,27.193,4.179,45.7509
08-08-18 20:00,89.44,39.67,25.823,0.1136,2.4751
08-08-18 21:00,84.23,38.75,25.167,0,0
08-08-18 22:00,80.52,36,24.668,0,0
08-08-18 23:00,70.82,33.03,24.25,0,0
09-08-18 00:00,69.42,30.36,23.837,0,0
09-08-18 01:00,63.95,28.39,23.49,0,0
09-08-18 02:00,61.61,27.32,23.199,0,0
09-08-18 03:00,60.29,26.71,22.92,0,0
09-08-18 04:00,60.09,26.58,22.632,0,0
09-08-18 05:00,61.72,27.38,22.274,0.0007,0.0174
09-08-18 06:00,60.87,28.47,22.219,4.7575,24.356
09-08-18 07:00,65.1,31.6,23.57,46.2426,101.0481
09-08-18 08:00,67.6,36.01,25.472,141.9653,158.4861
09-08-18 09:00,68.53,37.92,27.19,245.2813,199.4709
09-08-18 10:00,67.03,38.45,28.376,331.1533,233.0035
09-08-18 11:00,66.91,39.01,29.334,398.9937,256.1621
09-08-18 12:00,64.12,38.58,30.04,426.2059,274.3221
09-08-18 13:00,62.74,38.4,30.465,411.2169,286.967
09-08-18 14:00,63.72,38.78,30.59,345.6414,295.766
09-08-18 15:00,65.72,39.03,30.449,251.9935,290.8012
09-08-18 16:00,68.73,39.33,30.099,159.9839,261.0827
09-08-18 17:00,71.27,39.47,29.567,87.7153,205.9099
09-08-18 18:00,73.84,39.56,28.724,32.9042,130.74
09-08-18 19:00,77.51,38.63,27.275,5.1014,46.4184
09-08-18 20:00,77.88,38.55,25.669,0.0848,1.9953
09-08-18 21:00,74.11,37.79,24.92,0,0
09-08-18 22:00,69.05,35.07,24.319,0,0
09-08-18 23:00,67.91,32.16,23.741,0,0
10-08-18 00:00,73.98,29.38,23.255,0,0
10-08-18 01:00,69.15,27.53,22.847,0,0
10-08-18 02:00,65.72,26.34,22.457,0,0
10-08-18 03:00,61.67,25.71,22.128,0,0
10-08-18 04:00,60.55,25.54,21.853,0,0
10-08-18 05:00,62.14,26.27,21.61,0.0006,0.0123
10-08-18 06:00,63.5,27.35,21.725,4.8669,22.8873
10-08-18 07:00,71.28,30.72,23.165,45.8243,96.8006
10-08-18 08:00,72.53,34.79,25.063,139.8801,152.6848
10-08-18 09:00,71.46,36.13,26.829,256.8424,186.715
10-08-18 10:00,70.8,36.55,28.135,366.8571,208.179
10-08-18 11:00,70.27,36.67,29.196,463.5679,217.3756
10-08-18 12:00,68.22,36.22,29.958,514.4675,224.1049
10-08-18 13:00,65.56,35.8,30.441,520.7238,226.5687
10-08-18 14:00,67.74,35.96,30.663,490.368,220.8911
10-08-18 15:00,65.54,35.97,30.623,426.887,206.4824
10-08-18 16:00,66.72,36.28,30.337,339.5032,182.5341
10-08-18 17:00,68.13,36.76,29.85,226.4287,153.2609
10-08-18 18:00,72.38,36.89,29.069,108.8049,113.9334
10-08-18 19:00,75.72,36.24,27.639,22.9591,53.1146
10-08-18 20:00,74.82,36.14,25.724,0.5011,3.0761
10-08-18 21:00,75.9,35.42,24.902,0,0
10-08-18 22:00,70.06,32.7,24.273,0,0
10-08-18 23:00,68.52,30.28,23.729,0,0
11-08-18 00:00,70.32,28.32,23.247,0,0
11-08-18 01:00,65.96,26.72,22.806,0,0
11-08-18 02:00,64.21,25.65,22.397,0,0
11-08-18 03:00,64.01,24.93,22.026,0,0
11-08-18 04:00,63.94,24.66,21.713,0,0
11-08-18 05:00,63.55,24.9,21.377,0.0004,0.0076
11-08-18 06:00,60.55,24.76,21.434,7.914,22.4832
11-08-18 07:00,62.79,26.17,23.308,80.6538,84.4172
11-08-18 08:00,63.7,27.99,25.553,228.1276,111.6156
11-08-18 09:00,63.77,29.37,27.492,381.7798,126.1269
11-08-18 10:00,58.3,29.73,28.832,518.1744,135.8668
11-08-18 11:00,56.9,29.72,29.813,609.727,146.4613
11-08-18 12:00,55.8,29.45,30.568,665.1928,151.9233
11-08-18 13:00,53.71,29.14,31.055,662.1166,158.444
11-08-18 14:00,53.7,28.92,31.223,595.6556,167.9919
11-08-18 15:00,54.75,28.76,31.076,482.7279,175.4634
11-08-18 16:00,56.97,29.39,30.635,347.2886,173.1237
11-08-18 17:00,61.46,30.47,30.004,215.0321,153.0579
11-08-18 18:00,65.66,31.49,29.136,100.9989,113.0103
